"pAge","pGender","pIMDquintile","state","pCohort","pEducationalLevel","pSEP","pRegion","pSocialHousing","pMentalHealthCondition","pAlcoholConsumption","pNRTUse","pYearsSinceQuit","pExpenditure","pECigUse","pVareniclineUse","pCigConsumptionPrequit","cAge","oAge","mAge","mGender","oEducationalLevel","oSEP","oGeographicLocality","oSocialHousing","cMentalHealthConditions","cAlcoholConsumption","oAlcoholConsumption","cPrescriptionNRT","mUseOfNRT","cEcigaretteUse","cCigConsumptionPrequit","mSpendingOnCig","cVareniclineUse","cCigAddictStrength","mEnjoymentOfSmoking","cUseOfBehaviourSupport","mIntentionToQuit","mDesireToStopSmoking","mNumberOfRecentQuitAttempts","mSmokerIdentity"
36,2,2,"never_smoker",15,1,2,6,2,0,5,NA,NA,120,2,2,10.7142857142857,36,36,36,2,1,2,6,2,0,5,5,NA,NA,1,10,120,2,6,NA,"0",1,1,4,1
36,2,2,"never_smoker",15,3,1,6,2,1,4,NA,NA,14,1,2,30,36,36,36,2,3,1,6,2,1,4,4,NA,NA,1,30,14,2,5,NA,"1",2,1,20,1
17,2,2,"smoker",19,4,3,6,2,0,NA,NA,NA,65,2,1,2,17,17,17,2,4,3,6,2,0,NA,NA,NA,NA,2,2,65,1,5,NA,"1",1,2,10,-1
84,2,2,"never_smoker",5,2,1,6,1,0,5,NA,NA,72,2,1,0.428571428571429,84,84,84,2,2,1,6,1,0,5,5,NA,NA,1,0,72,1,1,NA,"1",1,2,6,2
30,1,2,"never_smoker",17,1,1,2,2,NA,9,NA,NA,31,2,2,21.4285714285714,30,30,30,1,1,1,2,2,NA,9,9,NA,NA,2,21,31,2,4,NA,"1",1,1,12,1
49,1,2,"never_smoker",13,4,1,2,2,0,12,NA,NA,22,2,1,16,49,49,49,1,4,1,2,2,0,12,12,NA,NA,2,16,22,1,6,NA,"0",2,2,2,1
33,2,2,"never_smoker",15,2,1,2,2,NA,12,NA,NA,56,2,2,1.14285714285714,33,33,33,2,2,1,2,2,NA,12,12,NA,NA,1,1,56,2,6,NA,"0",1,2,3,2
49,2,3,"never_smoker",13,4,2,2,1,NA,5,NA,NA,17,2,2,10.7142857142857,49,49,49,2,4,2,2,1,NA,5,5,NA,NA,1,10,17,2,3,NA,"0",1,2,2,2
47,1,2,"smoker",13,4,3,2,4,0,5,NA,NA,45,2,2,12,47,47,47,1,4,3,2,4,0,5,5,NA,NA,2,12,45,2,6,NA,"1",2,2,5,1
46,2,2,"smoker",13,3,3,2,4,NA,5,NA,NA,101,1,1,0.0666666666666667,46,46,46,2,3,3,2,4,NA,5,5,NA,NA,1,0,101,1,6,NA,"0",1,1,4,2
34,2,5,"never_smoker",15,7,99,2,2,NA,1,NA,NA,1,2,2,13.3333333333333,34,34,34,2,7,99,2,2,NA,1,1,NA,NA,2,13,1,2,1,NA,"0",1,1,8,1
42,2,3,"never_smoker",14,4,2,2,2,0,5,NA,NA,84,1,2,22.8571428571429,42,42,42,2,4,2,2,2,0,5,5,NA,NA,1,22,84,2,6,NA,"1",2,2,0,1
44,1,3,"never_smoker",13,4,1,2,2,NA,5,NA,NA,100,1,2,39,44,44,44,1,4,1,2,2,NA,5,5,NA,NA,2,39,100,2,3,NA,"1",2,1,12,2
67,2,2,"never_smoker",9,1,1,2,1,0,9,NA,NA,25,1,1,3,67,67,67,2,1,1,2,1,0,9,9,NA,NA,1,3,25,1,3,NA,"0",1,2,52,2
69,1,2,"never_smoker",9,1,2,2,1,NA,10,NA,NA,17,2,1,0.714285714285714,69,69,69,1,1,2,2,1,NA,10,10,NA,NA,1,0,17,1,3,NA,"0",1,1,0,1
64,2,5,"smoker",9,7,3,2,4,0,5,NA,NA,37,2,1,50,64,64,64,2,7,3,2,4,0,5,5,NA,NA,2,50,37,1,5,NA,"0",1,1,10,2
43,1,2,"smoker",13,5,2,2,2,NA,8,NA,NA,60,2,1,2.57142857142857,43,43,43,1,5,2,2,2,NA,8,8,NA,NA,2,2,60,1,2,NA,"0",1,1,4,2
46,2,2,"never_smoker",13,2,2,2,2,NA,5,NA,NA,13,2,1,27,46,46,46,2,2,2,2,2,NA,5,5,NA,NA,1,27,13,1,5,NA,"1",2,2,20,1
29,2,3,"never_smoker",17,2,3,3,2,NA,5,NA,NA,96,1,2,18,29,29,29,2,2,3,3,2,NA,5,5,NA,NA,2,18,96,2,3,NA,"0",2,2,3,1
37,1,2,"smoker",15,4,2,3,2,0,8,NA,NA,9998,2,2,2.85714285714286,37,37,37,1,4,2,3,2,0,8,8,NA,NA,1,2,9998,2,2,NA,"1",1,1,4,1
73,2,2,"never_smoker",7,4,2,3,1,0,8,NA,NA,20,1,2,17.1428571428571,73,73,73,2,4,2,3,1,0,8,8,NA,NA,2,17,20,2,2,NA,"1",2,2,3,-1
44,2,2,"never_smoker",13,2,2,3,4,NA,11,NA,NA,54,1,1,3,44,44,44,2,2,2,3,4,NA,11,11,NA,NA,2,3,54,1,6,NA,"1",1,1,3,-1
70,2,3,"never_smoker",9,6,99,3,4,0,1,NA,NA,20,1,2,1.14285714285714,70,70,70,2,6,99,3,4,0,1,1,NA,NA,2,1,20,2,4,NA,"0",2,2,2,-1
47,2,3,"never_smoker",13,1,1,3,2,NA,4,NA,NA,140,1,2,45,47,47,47,2,1,1,3,2,NA,4,4,NA,NA,1,45,140,2,5,NA,"0",1,1,7,1
51,1,3,"never_smoker",13,4,2,3,2,0,2,NA,NA,46,1,2,18,51,51,51,1,4,2,3,2,0,2,2,NA,NA,1,18,46,2,6,NA,"1",1,2,2,-1
87,2,4,"never_smoker",5,7,3,2,4,0,1,NA,NA,78,1,2,5.71428571428571,87,87,87,2,7,3,2,4,0,1,1,NA,NA,2,5,78,2,4,NA,"1",1,2,6,1
34,2,3,"never_smoker",15,1,2,2,2,NA,NA,NA,NA,24,1,2,0.857142857142857,34,34,34,2,1,2,2,2,NA,NA,NA,NA,NA,2,0,24,2,5,NA,"0",2,2,7,1
25,1,5,"never_smoker",17,1,1,2,4,NA,5,NA,NA,41,2,2,50,25,25,25,1,1,1,2,4,NA,5,5,NA,NA,1,50,41,2,2,NA,"1",1,1,1,-1
23,2,5,"never_smoker",17,3,NA,2,4,NA,1,NA,NA,12,1,1,10,23,23,23,2,3,NA,2,4,NA,1,1,NA,NA,2,10,12,1,6,NA,"1",1,2,5,1
87,2,3,"never_smoker",5,7,2,2,2,0,1,NA,NA,25,2,2,2,87,87,87,2,7,2,2,2,0,1,1,NA,NA,1,2,25,2,6,NA,"1",1,2,9,1
51,1,1,"smoker",13,5,3,2,2,0,5,NA,NA,140,1,1,39,51,51,51,1,5,3,2,2,0,5,5,NA,NA,1,39,140,1,3,NA,"0",1,1,2,-1
51,2,1,"smoker",13,5,3,2,2,NA,5,NA,NA,33,1,1,0,51,51,51,2,5,3,2,2,NA,5,5,NA,NA,1,0,33,1,3,NA,"1",1,2,6,2
64,1,3,"never_smoker",9,1,3,2,1,NA,9,NA,NA,11,2,2,25,64,64,64,1,1,3,2,1,NA,9,9,NA,NA,2,25,11,2,2,NA,"1",1,2,4,2
55,2,3,"never_smoker",11,3,3,2,1,NA,6,NA,NA,78,2,1,26,55,55,55,2,3,3,2,1,NA,6,6,NA,NA,1,26,78,1,5,NA,"1",2,2,0,2
24,2,3,"never_smoker",17,3,3,2,1,NA,8,NA,NA,35,1,2,100,24,24,24,2,3,3,2,1,NA,8,8,NA,NA,1,100,35,2,6,NA,"0",2,1,2,2
32,1,5,"never_smoker",16,1,NA,2,4,NA,1,NA,NA,70,1,1,13,32,32,32,1,1,NA,2,4,NA,1,1,NA,NA,1,13,70,1,1,NA,"0",1,1,9,2
34,2,5,"never_smoker",15,1,2,2,4,NA,1,NA,NA,36,2,2,11,34,34,34,2,1,2,2,4,NA,1,1,NA,NA,1,11,36,2,4,NA,"1",1,1,10,-1
49,1,3,"never_smoker",13,3,2,8,2,NA,9,NA,NA,105,1,2,11.4285714285714,49,49,49,1,3,2,8,2,NA,9,9,NA,NA,2,11,105,2,2,NA,"1",2,1,4,-1
21,1,3,"smoker",19,3,1,8,1,NA,9,NA,NA,60,2,1,13.3333333333333,21,21,21,1,3,1,8,1,NA,9,9,NA,NA,1,13,60,1,1,NA,"0",2,1,10,-1
59,2,3,"never_smoker",11,4,2,8,2,0,6,NA,NA,21,1,2,0,59,59,59,2,4,2,8,2,0,6,6,NA,NA,2,0,21,2,6,NA,"1",1,1,1,1
68,1,2,"never_smoker",9,2,1,8,1,0,4,NA,NA,33,2,1,0.285714285714286,68,68,68,1,2,1,8,1,0,4,4,NA,NA,1,0,33,1,4,NA,"0",1,1,52,-1
72,2,2,"never_smoker",8,7,2,8,1,0,2,NA,NA,5,2,2,21.4285714285714,72,72,72,2,7,2,8,1,0,2,2,NA,NA,1,21,5,2,3,NA,"1",2,2,52,-1
31,2,2,"never_smoker",17,1,2,8,4,NA,5,NA,NA,60,2,2,22.8571428571429,31,31,31,2,1,2,8,4,NA,5,5,NA,NA,2,22,60,2,3,NA,"1",2,2,1,1
42,2,3,"never_smoker",14,1,1,7,1,NA,5,NA,NA,65,2,2,11,42,42,42,2,1,1,7,1,NA,5,5,NA,NA,1,11,65,2,1,NA,"1",2,2,0,2
38,2,1,"smoker",15,1,1,7,4,NA,5,NA,NA,84,2,2,6,38,38,38,2,1,1,7,4,NA,5,5,NA,NA,1,6,84,2,6,NA,"1",2,1,20,-1
32,1,1,"never_smoker",16,1,1,7,4,NA,5,NA,NA,48,2,2,2.57142857142857,32,32,32,1,1,1,7,4,NA,5,5,NA,NA,2,2,48,2,3,NA,"0",1,1,10,1
41,2,2,"never_smoker",15,7,2,7,4,0,2,NA,NA,42,2,1,17.8571428571429,41,41,41,2,7,2,7,4,0,2,2,NA,NA,1,17,42,1,6,NA,"0",1,1,7,1
38,1,2,"never_smoker",15,5,2,7,4,NA,1,NA,NA,34,2,2,2.14285714285714,38,38,38,1,5,2,7,4,NA,1,1,NA,NA,2,2,34,2,3,NA,"1",2,2,3,1
34,1,3,"smoker",15,1,1,7,4,NA,5,NA,NA,105,2,1,0.0666666666666667,34,34,34,1,1,1,7,4,NA,5,5,NA,NA,1,0,105,1,2,NA,"0",2,2,12,-1
34,2,3,"never_smoker",15,1,1,7,4,0,5,NA,NA,16,2,1,25,34,34,34,2,1,1,7,4,0,5,5,NA,NA,2,25,16,1,3,NA,"1",1,2,6,1
60,2,4,"smoker",11,1,2,7,1,0,9,NA,NA,35,1,2,21.4285714285714,60,60,60,2,1,2,7,1,0,9,9,NA,NA,2,21,35,2,1,NA,"1",1,1,20,2
57,1,4,"smoker",11,1,1,7,1,NA,10,NA,NA,54,2,1,4,57,57,57,1,1,1,7,1,NA,10,10,NA,NA,1,4,54,1,6,NA,"1",1,1,5,2
81,2,1,"never_smoker",7,4,2,7,1,0,1,NA,NA,76,2,2,30,81,81,81,2,4,2,7,1,0,1,1,NA,NA,1,30,76,2,2,NA,"1",2,2,2,-1
60,1,1,"never_smoker",11,1,1,7,2,NA,7,NA,NA,40,2,1,0.428571428571429,60,60,60,1,1,1,7,2,NA,7,7,NA,NA,1,0,40,1,4,NA,"1",2,2,3,-1
52,2,1,"never_smoker",12,1,1,7,2,NA,9,NA,NA,78,1,1,7.85714285714286,52,52,52,2,1,1,7,2,NA,9,9,NA,NA,1,7,78,1,3,NA,"0",2,2,7,2
37,2,2,"never_smoker",15,1,1,7,2,NA,5,NA,NA,24,1,1,26,37,37,37,2,1,1,7,2,NA,5,5,NA,NA,2,26,24,1,2,NA,"0",2,1,52,1
49,2,1,"never_smoker",13,4,2,7,2,NA,1,NA,NA,9,2,2,5.71428571428571,49,49,49,2,4,2,7,2,NA,1,1,NA,NA,2,5,9,2,5,NA,"0",1,2,5,1
21,1,1,"smoker",19,4,3,7,2,NA,6,NA,NA,7,2,1,1.42857142857143,21,21,21,1,4,3,7,2,NA,6,6,NA,NA,2,1,7,1,3,NA,"1",1,1,1,1
50,2,1,"never_smoker",13,1,1,7,2,NA,11,NA,NA,140,1,1,17.1428571428571,50,50,50,2,1,1,7,2,NA,11,11,NA,NA,1,17,140,1,2,NA,"1",1,2,5,-1
52,1,1,"never_smoker",12,1,1,7,2,NA,11,NA,NA,28,1,2,4,52,52,52,1,1,1,7,2,NA,11,11,NA,NA,1,4,28,2,1,NA,"0",2,1,4,1
64,2,1,"never_smoker",9,1,1,7,2,NA,5,NA,NA,130,1,1,26,64,64,64,2,1,1,7,2,NA,5,5,NA,NA,1,26,130,1,5,NA,"0",1,1,1,2
69,1,1,"smoker",9,1,1,7,2,NA,5,NA,NA,130,2,1,4.28571428571429,69,69,69,1,1,1,7,2,NA,5,5,NA,NA,1,4,130,1,3,NA,"1",1,1,2,1
59,2,4,"smoker",11,7,3,8,2,0,4,NA,NA,78,1,1,55,59,59,59,2,7,3,8,2,0,4,4,NA,NA,2,55,78,1,2,NA,"0",1,1,12,2
36,2,1,"never_smoker",15,1,1,8,4,NA,5,NA,NA,30,1,1,10,36,36,36,2,1,1,8,4,NA,5,5,NA,NA,2,10,30,1,5,NA,"1",1,2,2,-1
59,2,1,"never_smoker",11,3,3,8,1,0,5,NA,NA,2,2,1,12,59,59,59,2,3,3,8,1,0,5,5,NA,NA,2,12,2,1,3,NA,"1",1,1,1,2
73,1,1,"never_smoker",7,1,1,8,1,0,8,NA,NA,17,2,2,0.142857142857143,73,73,73,1,1,1,8,1,0,8,8,NA,NA,2,0,17,2,3,NA,"1",1,2,5,2
26,2,4,"never_smoker",17,3,2,8,2,NA,6,NA,NA,5,1,2,14,26,26,26,2,3,2,8,2,NA,6,6,NA,NA,1,14,5,2,1,NA,"1",2,1,3,1
85,2,1,"never_smoker",5,2,1,8,1,NA,4,NA,NA,45,2,1,27,85,85,85,2,2,1,8,1,NA,4,4,NA,NA,2,27,45,1,3,NA,"1",1,2,7,-1
24,2,4,"never_smoker",17,3,2,8,4,NA,3,NA,NA,10,1,1,18.5714285714286,24,24,24,2,3,2,8,4,NA,3,3,NA,NA,2,18,10,1,4,NA,"1",2,2,6,1
38,1,4,"smoker",15,4,3,8,1,NA,12,NA,NA,56,2,1,4,38,38,38,1,4,3,8,1,NA,12,12,NA,NA,1,4,56,1,5,NA,"1",1,2,1,2
74,2,4,"smoker",7,4,1,8,1,NA,7,NA,NA,19,1,2,60,74,74,74,2,4,1,8,1,NA,7,7,NA,NA,2,60,19,2,4,NA,"0",1,2,8,1
37,2,4,"never_smoker",15,7,NA,7,4,NA,4,NA,NA,40,2,2,7.14285714285714,37,37,37,2,7,NA,7,4,NA,4,4,NA,NA,1,7,40,2,5,NA,"0",2,2,10,2
45,2,4,"never_smoker",13,2,NA,7,4,NA,1,NA,NA,65,2,1,22.8571428571429,45,45,45,2,2,NA,7,4,NA,1,1,NA,NA,2,22,65,1,4,NA,"1",1,2,52,1
21,2,4,"never_smoker",19,4,99,7,4,NA,1,NA,NA,9998,2,2,6,21,21,21,2,4,99,7,4,NA,1,1,NA,NA,2,6,9998,2,2,NA,"1",2,2,4,1
20,1,4,"never_smoker",19,4,99,7,4,NA,1,NA,NA,25,1,1,1.42857142857143,20,20,20,1,4,99,7,4,NA,1,1,NA,NA,1,1,25,1,4,NA,"1",2,2,2,1
19,2,4,"never_smoker",19,4,99,7,4,NA,1,NA,NA,12,1,1,18.5714285714286,19,19,19,2,4,99,7,4,NA,1,1,NA,NA,1,18,12,1,1,NA,"1",1,1,9,2
35,2,4,"never_smoker",15,7,3,7,4,0,1,NA,NA,29,1,2,0,35,35,35,2,7,3,7,4,0,1,1,NA,NA,1,0,29,2,3,NA,"1",1,2,12,2
58,1,4,"never_smoker",11,2,2,7,2,NA,2,NA,NA,11,1,2,24,58,58,58,1,2,2,7,2,NA,2,2,NA,NA,2,24,11,2,2,NA,"0",1,1,6,-1
55,2,4,"never_smoker",11,1,2,7,2,NA,1,NA,NA,90,2,2,18,55,55,55,2,1,2,7,2,NA,1,1,NA,NA,2,18,90,2,6,NA,"0",1,2,10,2
19,1,4,"never_smoker",19,3,99,7,2,NA,1,NA,NA,72,1,1,30,19,19,19,1,3,99,7,2,NA,1,1,NA,NA,1,30,72,1,3,NA,"1",2,2,8,2
47,2,4,"never_smoker",13,4,NA,7,4,NA,1,NA,NA,47,1,1,8,47,47,47,2,4,NA,7,4,NA,1,1,NA,NA,1,8,47,1,2,NA,"0",1,1,20,2
17,2,4,"never_smoker",19,3,99,7,4,NA,1,NA,NA,120,2,1,55,17,17,17,2,3,99,7,4,NA,1,1,NA,NA,1,55,120,1,2,NA,"0",2,1,52,1
46,2,3,"never_smoker",13,1,1,7,4,NA,6,NA,NA,36,2,1,60,46,46,46,2,1,1,7,4,NA,6,6,NA,NA,1,60,36,1,6,NA,"0",1,2,5,2
37,1,4,"smoker",15,2,3,7,4,1,10,NA,NA,43,2,1,18.5714285714286,37,37,37,1,2,3,7,4,1,10,10,NA,NA,2,18,43,1,6,NA,"1",2,1,7,1
74,2,4,"never_smoker",7,7,NA,7,4,NA,1,NA,NA,78,1,2,18,74,74,74,2,7,NA,7,4,NA,1,1,NA,NA,2,18,78,2,6,NA,"1",2,1,12,1
67,1,4,"smoker",9,3,1,7,1,0,8,NA,NA,130,1,1,10.7142857142857,67,67,67,1,3,1,7,1,0,8,8,NA,NA,1,10,130,1,5,NA,"0",2,1,2,-1
64,2,4,"never_smoker",9,3,1,7,1,0,3,NA,NA,5,2,2,0.857142857142857,64,64,64,2,3,1,7,1,0,3,3,NA,NA,1,0,5,2,5,NA,"0",1,2,1,2
76,2,4,"never_smoker",7,4,3,7,4,NA,2,NA,NA,63,1,2,50,76,76,76,2,4,3,7,4,NA,2,2,NA,NA,1,50,63,2,1,NA,"1",2,1,12,1
79,2,1,"never_smoker",7,7,2,6,1,NA,5,NA,NA,9,2,1,11.4285714285714,79,79,79,2,7,2,6,1,NA,5,5,NA,NA,2,11,9,1,4,NA,"0",1,2,10,-1
54,2,2,"never_smoker",11,3,3,6,2,NA,1,NA,NA,22,2,1,12.8571428571429,54,54,54,2,3,3,6,2,NA,1,1,NA,NA,1,12,22,1,5,NA,"1",2,2,12,2
37,2,2,"never_smoker",15,2,3,6,2,0,2,NA,NA,12,2,1,80,37,37,37,2,2,3,6,2,0,2,2,NA,NA,2,80,12,1,1,NA,"0",2,1,9,2
64,2,1,"smoker",9,7,3,6,1,NA,5,NA,NA,17,2,1,57.1428571428571,64,64,64,2,7,3,6,1,NA,5,5,NA,NA,1,57,17,1,2,NA,"0",1,1,10,2
66,1,1,"smoker",9,7,2,6,1,NA,7,NA,NA,76,1,1,13,66,66,66,1,7,2,6,1,NA,7,7,NA,NA,1,13,76,1,1,NA,"0",2,2,10,-1
50,2,1,"never_smoker",13,3,1,6,2,NA,5,NA,NA,46,2,2,0.2,50,50,50,2,3,1,6,2,NA,5,5,NA,NA,2,0,46,2,4,NA,"1",1,1,4,2
56,2,1,"never_smoker",11,4,2,6,1,0,5,NA,NA,160,2,2,30,56,56,56,2,4,2,6,1,0,5,5,NA,NA,1,30,160,2,5,NA,"1",2,2,12,2
59,1,1,"never_smoker",11,4,1,6,1,NA,9,NA,NA,16,1,2,9,59,59,59,1,4,1,6,1,NA,9,9,NA,NA,2,9,16,2,1,NA,"1",1,1,12,1
24,2,1,"never_smoker",17,1,1,6,1,NA,1,NA,NA,11,2,2,28,24,24,24,2,1,1,6,1,NA,1,1,NA,NA,1,28,11,2,3,NA,"0",2,2,4,-1
20,2,1,"never_smoker",19,2,3,6,1,NA,8,NA,NA,46,2,2,57.1428571428571,20,20,20,2,2,3,6,1,NA,8,8,NA,NA,1,57,46,2,5,NA,"1",2,1,20,1
36,2,1,"never_smoker",15,1,1,6,2,0,8,NA,NA,21,1,1,50,36,36,36,2,1,1,6,2,0,8,8,NA,NA,2,50,21,1,4,NA,"1",2,2,3,2
54,2,1,"never_smoker",11,4,2,6,1,NA,4,NA,NA,32,1,2,2.57142857142857,54,54,54,2,4,2,6,1,NA,4,4,NA,NA,2,2,32,2,6,NA,"0",1,2,3,-1
54,1,1,"never_smoker",11,4,1,6,1,NA,2,NA,NA,21,2,1,0.285714285714286,54,54,54,1,4,1,6,1,NA,2,2,NA,NA,2,0,21,1,5,NA,"0",2,1,8,-1
18,2,1,"never_smoker",19,4,3,6,1,NA,5,NA,NA,54,1,1,0.428571428571429,18,18,18,2,4,3,6,1,NA,5,5,NA,NA,2,0,54,1,4,NA,"1",1,1,3,1
41,1,1,"smoker",15,4,2,6,2,NA,5,NA,NA,21,2,2,16,41,41,41,1,4,2,6,2,NA,5,5,NA,NA,2,16,21,2,6,NA,"1",2,2,1,2
59,2,1,"never_smoker",11,2,1,6,1,0,1,NA,NA,72,1,2,7.14285714285714,59,59,59,2,2,1,6,1,0,1,1,NA,NA,2,7,72,2,1,NA,"0",2,1,1,2
49,1,2,"smoker",13,3,3,8,2,NA,12,NA,NA,21,1,2,2.14285714285714,49,49,49,1,3,3,8,2,NA,12,12,NA,NA,2,2,21,2,3,NA,"1",1,2,12,-1
34,2,1,"never_smoker",15,1,1,8,2,NA,1,NA,NA,56,2,1,4.28571428571429,34,34,34,2,1,1,8,2,NA,1,1,NA,NA,2,4,56,1,1,NA,"0",1,2,10,-1
38,1,1,"never_smoker",15,1,1,8,2,NA,1,NA,NA,62,2,2,1.14285714285714,38,38,38,1,1,1,8,2,NA,1,1,NA,NA,2,1,62,2,5,NA,"0",1,1,1,1
62,1,1,"smoker",10,1,1,8,1,0,2,NA,NA,30,1,1,5,62,62,62,1,1,1,8,1,0,2,2,NA,NA,1,5,30,1,4,NA,"0",2,2,6,1
65,2,1,"never_smoker",9,4,3,8,1,NA,12,NA,NA,84,2,2,0.857142857142857,65,65,65,2,4,3,8,1,NA,12,12,NA,NA,2,0,84,2,5,NA,"1",1,1,8,-1
80,2,1,"never_smoker",7,1,1,8,1,0,4,NA,NA,22,1,2,17,80,80,80,2,1,1,8,1,0,4,4,NA,NA,2,17,22,2,3,NA,"0",2,1,9,-1
80,1,1,"never_smoker",7,1,1,8,1,0,3,NA,NA,80,2,2,45,80,80,80,1,1,1,8,1,0,3,3,NA,NA,1,45,80,2,6,NA,"1",1,1,8,-1
49,1,1,"never_smoker",13,2,1,8,2,NA,9,NA,NA,77,2,1,8.57142857142857,49,49,49,1,2,1,8,2,NA,9,9,NA,NA,1,8,77,1,4,NA,"1",1,1,2,2
47,2,1,"never_smoker",13,3,1,8,2,NA,5,NA,NA,84,1,2,11.4285714285714,47,47,47,2,3,1,8,2,NA,5,5,NA,NA,1,11,84,2,3,NA,"0",1,1,8,1
19,2,1,"never_smoker",19,3,3,8,2,NA,4,NA,NA,43,2,1,21.4285714285714,19,19,19,2,3,3,8,2,NA,4,4,NA,NA,1,21,43,1,2,NA,"1",2,1,20,1
18,2,1,"never_smoker",19,3,3,8,2,NA,5,NA,NA,13,1,2,8.57142857142857,18,18,18,2,3,3,8,2,NA,5,5,NA,NA,1,8,13,2,5,NA,"1",1,1,20,-1
69,1,3,"never_smoker",9,2,3,8,2,NA,7,NA,NA,140,2,2,2.57142857142857,69,69,69,1,2,3,8,2,NA,7,7,NA,NA,2,2,140,2,2,NA,"1",1,1,8,-1
79,2,1,"never_smoker",7,4,2,8,1,0,5,NA,NA,50,1,1,2.42857142857143,79,79,79,2,4,2,8,1,0,5,5,NA,NA,1,2,50,1,5,NA,"0",2,2,4,1
86,2,1,"smoker",5,7,3,8,4,0,1,NA,NA,37,2,1,0.285714285714286,86,86,86,2,7,3,8,4,0,1,1,NA,NA,1,0,37,1,5,NA,"1",1,2,10,-1
46,2,1,"never_smoker",13,2,1,8,4,0,5,NA,NA,25,1,2,22,46,46,46,2,2,1,8,4,0,5,5,NA,NA,1,22,25,2,5,NA,"0",1,2,7,2
17,1,1,"never_smoker",19,3,99,8,4,NA,NA,NA,NA,21,2,2,7.14285714285714,17,17,17,1,3,99,8,4,NA,NA,NA,NA,NA,2,7,21,2,6,NA,"1",2,2,2,-1
70,2,3,"never_smoker",9,6,2,5,4,0,4,NA,NA,9,2,2,3,70,70,70,2,6,2,5,4,0,4,4,NA,NA,1,3,9,2,2,NA,"0",2,1,1,2
40,2,3,"smoker",15,1,1,5,4,0,5,NA,NA,29,2,2,100,40,40,40,2,1,1,5,4,0,5,5,NA,NA,2,100,29,2,3,NA,"1",2,1,20,-1
53,1,2,"never_smoker",11,1,1,5,2,1,9,NA,NA,49,2,2,17.1428571428571,53,53,53,1,1,1,5,2,1,9,9,NA,NA,2,17,49,2,2,NA,"1",2,1,12,1
64,2,1,"never_smoker",9,2,1,5,1,0,5,NA,NA,54,2,1,28,64,64,64,2,2,1,5,1,0,5,5,NA,NA,2,28,54,1,2,NA,"0",2,1,10,-1
28,2,3,"never_smoker",17,2,1,5,4,NA,5,NA,NA,78,1,1,3.33333333333333,28,28,28,2,2,1,5,4,NA,5,5,NA,NA,1,3,78,1,6,NA,"1",2,2,2,2
25,1,3,"never_smoker",17,3,2,5,2,NA,6,NA,NA,34,2,2,30,25,25,25,1,3,2,5,2,NA,6,6,NA,NA,1,30,34,2,1,NA,"0",1,1,4,2
36,1,2,"never_smoker",15,1,1,5,2,NA,5,NA,NA,120,1,2,18.5714285714286,36,36,36,1,1,1,5,2,NA,5,5,NA,NA,2,18,120,2,2,NA,"1",2,1,2,2
60,2,3,"smoker",11,2,1,5,1,NA,4,NA,NA,130,1,1,0.285714285714286,60,60,60,2,2,1,5,1,NA,4,4,NA,NA,1,0,130,1,5,NA,"1",1,1,8,-1
36,2,5,"never_smoker",15,3,2,7,4,NA,1,NA,NA,96,1,2,3.42857142857143,36,36,36,2,3,2,7,4,NA,1,1,NA,NA,1,3,96,2,5,NA,"1",2,1,6,1
46,1,4,"never_smoker",13,7,2,7,4,0,1,NA,NA,1,1,2,5,46,46,46,1,7,2,7,4,0,1,1,NA,NA,2,5,1,2,1,NA,"1",2,2,10,-1
33,2,4,"never_smoker",15,7,99,7,4,NA,1,NA,NA,96,1,2,0.666666666666667,33,33,33,2,7,99,7,4,NA,1,1,NA,NA,2,0,96,2,1,NA,"0",1,2,20,2
33,2,5,"never_smoker",15,2,1,7,2,NA,1,NA,NA,80,1,1,2.42857142857143,33,33,33,2,2,1,7,2,NA,1,1,NA,NA,1,2,80,1,3,NA,"0",1,1,3,2
31,1,5,"never_smoker",17,1,3,7,2,NA,1,NA,NA,38,2,2,15,31,31,31,1,1,3,7,2,NA,1,1,NA,NA,1,15,38,2,2,NA,"0",2,2,8,1
22,1,5,"smoker",18,7,3,5,4,1,12,NA,NA,54,1,1,2.14285714285714,22,22,22,1,7,3,5,4,1,12,12,NA,NA,2,2,54,1,6,NA,"1",1,1,4,-1
41,2,5,"never_smoker",15,7,3,5,4,NA,6,NA,NA,25,2,2,22.8571428571429,41,41,41,2,7,3,5,4,NA,6,6,NA,NA,1,22,25,2,3,NA,"0",2,1,1,2
25,1,5,"never_smoker",17,1,1,5,4,NA,7,NA,NA,31,2,1,1.42857142857143,25,25,25,1,1,1,5,4,NA,7,7,NA,NA,1,1,31,1,1,NA,"0",2,1,12,1
20,1,1,"never_smoker",19,4,2,5,2,NA,NA,NA,NA,72,1,2,11,20,20,20,1,4,2,5,2,NA,NA,NA,NA,NA,1,11,72,2,6,NA,"1",1,1,4,2
34,1,4,"smoker",15,1,1,5,2,0,5,NA,NA,40,1,2,23,34,34,34,1,1,1,5,2,0,5,5,NA,NA,2,23,40,2,3,NA,"1",1,2,3,2
35,2,5,"never_smoker",15,1,99,5,4,0,1,NA,NA,210,2,1,4,35,35,35,2,1,99,5,4,0,1,1,NA,NA,1,4,210,1,5,NA,"1",1,2,52,1
45,1,5,"never_smoker",13,7,2,5,4,NA,2,NA,NA,46,1,1,0.428571428571429,45,45,45,1,7,2,5,4,NA,2,2,NA,NA,2,0,46,1,2,NA,"1",1,1,20,2
